Company,Model,Year,Reviewer,Date,Title,Rating,Review
maserati,quattroporte,2007,SammySlim1, 09/16/2008,Sport GTs Rock!,4,"I traded in my 2006 Duoselect QP for this 2007 Sport GT automatic, and it is fantastic! Smoother, quieter, even better inside and out.  Love the 20-inch wheels, the suspension and gearing in sport mode, and my wife loves the full automatic.  This car gets lots of attention - my wife reports she gets more attention in this car than out of it!  Handles perfectly, tremendous power and responsiveness in both automatic and manual modes.  I put over 30,000 miles on my 2006 and plan to drive this car daily as well - the more you drive these, the more reliable they are.  These cars are meant to be driven.  Love this car!"
maserati,quattroporte,2007,RussB, 07/08/2009,Better than my Ferrari 360,4,"I am sad that my lease is ending on the QP. The car is amazing. I have owned 2 Lambos, 2 Ferarri 360s, an S600, an Arnage, a 745Li, and the QP is the best all around car I've ever owned. It is built along side the 612 Scaglietti and the minute you drive it you can feel Ferrari in its blood stream. The understated elegance and amazing drive train/suspension make this car my top choice in a crowded field of luxo/performance sedans. Mercedes and BMW simply don't have a clue compared to the Italians!  "
maserati,quattroporte,2007,Barsallo1, 04/02/2009,"A sexy, impresive car; it is a pleasure!",5,Fantastic driving and engine; really is a four door Ferrari. Interior is super. The sound of the engine is like music! Great car to own.
maserati,quattroporte,2007,Stinkerbellorama, 05/12/2007,Zippy,4,"Yowza, this is a roaring machine for a suburban mom.  Thinking I was under the radar in a 'sedan' I get thumbs up from every male between 12-60 years old.  Super cushy interior, roomy back seat for passengers, cool analog clock in the dash make this a sylish ride.  Beating every souped up honda off the line with a light push of the gas pedal also has its perks.  Trunk space seems limited, weird portholes on the side made my mom comment it looks like a Buick (thanks mom).  Gas mileage in sport mode is a whopping 9 mpg, 12+ in regular mode, but it's not as fun.  Best things my kids like are the ability to control the passenger seat from the rear center console.  Nicknamed the chauffer button."
maserati,quattroporte,2007,Limacs, 01/08/2008,Maserati QP is a Four Door Ferrari,4,"I recently purchased the fully loaded Executive GT Duoselect QP by Maserati. To me, QP is a Four Door Ferrari.  It's got all the power it has in a 8 cylinder ferrari plus more interior space.  It rockets to 60mph in just 5.2 seconds and it has the most comfortable frictionless left and right turns you can make with any upscale sedans.  Its got the sexiest engine noise you will ever hear in any car (since ferrari makes Maserati) and has brembo brakes that won't let you down when you really need it.  The exterior design of QP is absolutely beautiful and it turn heads wherever you go.  The only problem I have is the cabin noise.  It is not as quite a Lexus or Merc."
maserati,quattroporte,2007,philr43, 07/04/2013,Bad news,4,"It is with great disappointment that I have to report that a car I have enjoyed greatly for two and a half years was shown upon it's 62500 mile service to be suffering from very severe chassis corrosion. The Masarati Quatroporte 2007 is a brilliantly engineered and great looking car but sadly of inferior build quality. 

Having been so impressed prior to this service inspection I was ready to put in an order for the new Ghibli Maserati
however now some assurance that build quality has improved is necessary, also I expect other owners to cars of similar age to mine to be advised to have a inspection done. This may catch corrosion in time and preclude the great expense of chassis replacement."
maserati,quattroporte,2007,jdt, 09/10/2007,Maserati... Not Ready for Prime Time!,3,"I bought my car in May and it's been in the shop for a total of 3 out of the 4 months I've had it.  Computer problems, leak in interior (that Maserati can't reproduce but is reproduced every time it rains), bad CD player.  The quality of the car is poor and Maserati does not have the maintenance supply set-up to handle mass produced cars. (They're used to Ferrari owners whose cars aren't needed on a daily basis.)  For example, it took 2 weeks just to get the window leak fixed.  While the engine and the handling of the car are excellent, Maserati is 5 years behind in terms of electronics and gadgetry that is common on most other mid and high end vehicles.  I do not recommend this car! "
maserati,quattroporte,2007,jb7227, 09/17/2007,Very Impressed,4,"My 2007 QP has been nothing short of spectacular since the day I picked it up.  I am happy I went went w/the DuoSelect. It is one of the best features of this car, smooth and very easy to master.  I have owned BMWs, MBs, Jags. Nothing attracts as much attention on the road.  It may be one of the most beautiful cars ever built!  The engine sounds terrific (it is difficult to keep the revs below 4-5000 rpms on the upshifts, the engine is so willing to sing) and the interior would put a Bentley to shame. Gas mileage has averaged about 14 mpg overall.  No problems so far after 2 months and 2800 miles.  I would highly recommend this car for anyone who wants a car with real personality.   "
maserati,quattroporte,2008,Minneapolitan, 12/03/2008,Better than expected,4,"I was very much ready to lease my third S class when I decided that I should at least explore the possibility of a Quattroporte. Now I cannot fathom ever buying from the Germans again.  The car was bought for the looks and sporting credentials but I have been surprised by the quality and reliability. Despite the 20 in wheels the car rides well in the city where it spends most of its time. On the freeway there is plenty of power on tap though the car is downright lazy compared to the AMGs of my past. Regardless, the car is so well balanced, I prefer it. I've always loved cars but now I really love MY car."
maserati,quattroporte,2008,Bob, 10/04/2016,A true Motorhead's car!,5,"I'm an old motorhead, former race driver, etc., having owned many performance cars over the years.  I had a 2003 Mercedes-Benz CL600 for 5 years and it was braking the bank!  For reliability, it was the worst car I have ever owned!  I looked for many months for a good replacement and also decided to go with a 4 door car.  I found a stunning bespoken 2008 Quattroporte Executive GT car with the most beautiful paint job . . . ever.  It has the very rare ""blu malogo"" paint.  For our crappy road conditions in California I believe that 18"" wheels would have given a more comfortable ride.  My 19"" wheels are a bit too stiff, with their low profile.  The 4.2 Ferrari V8 performs quite well, especially when you give it some revs.  Keep in mind, this is a street car, not a track car and you will be very satisfied.  One of the best things I discovered, after owning it for three years, is that, so far, it has been extremely reliable.  In fact the only problem that I had was the driver's window-regulator had to be replaced.  I chose the 2008 model over newer ones because I thought it best represented the true Maserati sedan styling, such as the classic grille, headlights and tail lights.  So far . . . this sweet sedan is a keeper!
"
maserati,quattroporte,2008,Maser Lover, 04/30/2008,Bravissimo! Bella! Bella!,4,"This a big car (4,000 lbs.) but can really get out of its own way, lovely growl (!!!), fast, gorgeous, well appointed, superb road feel...and I love the paddle shifters (its got that amazing Ferrari transmission). Did not expect to be so impressed by this car but am still raving to all my friends about it. Good experience at the dealership too! "
maserati,quattroporte,2008,Mazeraty Finatico, 10/09/2008,Amazizizing,5,"The Maserati Quattroporte is about the sexiest sedan you'll ever see, and its Italian craftsmanship reflects passion. Its styling, by the legendary Pininfarina, shows them all how it should be done, without tricks. The lines are so shapely they're striking.   Its cabin is roomy for a car this low and stylish, but it's really all about the quality of its materials, with nine shades of leather and six types of wood to choose from. The controls could and should be simpler, but that's true of all the top luxury cars today.  "
maserati,quattroporte,2008,Wounds, 03/07/2017,Great car,5,"I love the car it drives great
"
maserati,quattroporte,2008,Robert Schaffuan, 01/25/2009,Disappointed,3,"I am disappointed with this car. I am very glad I set up a lease instead of purchasing it. At first, the car looked stunning in the dealer. I took a test drive, and it drove well on the streets. I wanted to experiment with Maserati. I thought this car was great, until I saw the Mercedes Benz CLS 63 AMG. My lease was nearing an end, and I already had complaints with the car. The rear seat comfort was not acceptable. I didn't realize this, since I am normally the one driving. Also, the Navigation malfunctioned. The power is lacking compared to my former Mercedes Benz E55 AMG. Overall, I think it was a good experience to try the Maserati, because now I now to stick with Mercedes AMG."
maserati,quattroporte,2009,Buk Lau, 06/28/2018,What a exciting car,5,"I've owned many cars in my life, and I will have to admit this is one of the most exciting  car that I've ever driven. It's basically a four door Ferrari - With power, melody, practicability and comfort. The car has only been driven once a week for leisure, and was parked in the garage for the most of the time. I've never done any repair except every 3000 miles oil change an semi annual service tune up. Just like another review,  the only complain I have for this car was the distance between the gas and brake paddles, they are too close to each other. Other than that, this is a great vehicle. ***Still runs strong. ***
"
maserati,quattroporte,2009,Jacob Marks, 11/17/2009,A real review.,4,"This is the first car I have owned that had cost over $100,000. The 3 other cars I have owned were less than $30,000. This is the first car I have not thought twice about getting. I knew I wanted one. So, back to the QP. The car is a dream to drive. Seriously. A head-turner and a rubber-burner. The car is fast, but I never can really ""open 'er up"" on the freeway. Which really stinks. In any case, the car is great looking and sounding, inside and out. But with all great things, there are a few kinks Maserati should iron out. "
maserati,quattroporte,2009,Keith, 12/05/2018,Just picked mine up in So Calif,5,"I have been researching and shopping for a Quattroporte for quite some time.  Finally pulling the plug this weekend.  I'm still pinching myself.  The wife took my last car and traded in her Cad EXT for a Honda Civic Hybrid which she promptly gave to me..  Fuel econ driving up to the Bay area was better than I had read.  Taking into account the grapevine and the occasional tendency to do well over the speed limit. lol.  I do have to agree with a prior review.  The fuel and brake pedals are too close.  Remember to make a concerted effort in braking.  Otherwise you can find yourself in a whole heap of trouble real fast.  

After a year and a half.  I have found this model with the 4.7 Ferrari engine to be bulletproof.  I do not abuse it, and it has been very dependable.
"
maserati,quattroporte,2009,boyce h, 03/22/2009,absolutely suprising!!!,5,"I've owned 6 bentleys, somewhere around 30 Mercedes, bmws, audis, jags, & even a jensen intercepter, but I've never been as surprisingly pleased as I am with my new Maserati quattroporte s! Incredibly quick, quiet, smooth, & gorgeous! Only two minor complaints:1-the lane change lever is too far from the steering wheel and behind too large paddle shifters. 2-accelerator & brake are too close together. We haven't been able to activate my bluetooth phone and I'm 90 miles from the dealer so we're dealing by phone!                                                    "
maserati,quattroporte,2009,anthony, 04/18/2010,if youre tall,4,"we all know the pros- stylish, great sound, exotic, head turner etc...  however, im 6'3 230 and its too tight in the driver seat. my legs feel like they are held too close together and i need the seat to extend further back. cant keep it, but the grand turismo fits much better."
maserati,quattroporte,2009,Alex, 04/15/2009,Greatest Car,4,"I have 3 lamborghinis, 4 bentleys, 2 rolls royces, 8 ferraris, 3 aston martins, 1 bugatti, a bmw, and a audi r8 because i collect cars. but i have to say my favorite car is my maserati quattroporte."
maserati,quattroporte,2009,"David ""D-Gunz"" W.", 08/21/2020,"103,349 miles and going strong!",5,"I've owned Masi since 2014, bought with 26k miles. Car has run very well as a daily driver averaging 15k miles per year. Has broken down only 2x in 6yrs. Every breakdown is expensive; $2.7k for alternator failure; $2.4k for coolant hose to heat exchanger failure (behind engine). Overall a great car; technology could use major upgrades. Looks like a new model QP and runs just as good as new! Only complaint would be horrible suspensions parts - have gone through 3 sets of bushings and ball joints which last around 30-40k miles before replacement is needed from banging over potholes and bad roads. Rotors can be hand turned 1x, 2nd time needs replacement - spent $2,500 for brake job last summer replacing all 4 rotors and pads. Rotors are very expensive. Set aside $2,000/yr for maintenance.
"
maserati,quattroporte,2011,Maserati Man, 04/28/2017,The Black Panther,5,"It is very the most beautiful car on the road, still! Definitely buy the 2010-2012 years Quattroporte-S with the 4.7. Talk to the dealer mechanics and the sales pros, the 4.7 engine is bullet proof. It drives and handles way better than either a Jag XJ or Mercedes E550 or S series. Truly fun to drive and you can get 22 mpg at 75 mph on long hauls. There is no need to dog it in sport mode, why? From 40 mph to 120 mph+, the car is really quick in normal mode. I bought my 2011 in July 2016 with 12k miles and have put 9k trouble free miles, I choose to change the oil every 6k miles and use a German synthetic called Liqimali, my exotic repair specialist recommends it, better than American synthetics. Every time we take this car on a trip we always get horns honking, thumbs up, and people want to know what it is, most incredible car I have ever owned. Very satisfied.
"
maserati,quattroporte,2011,Maserati Man 2, 06/21/2018,Maserati Man 2,4,"The driving experience is like no other 200"" Sedan with 4 doors. Amazing, you feel like you are driving a coupe, which ironically the Gran Turismo is and they use the QP platform. The 4.7 engine + the 6 speed ZF tranny is as good as it gets, and the paddle shifters are very user friendly in sport mode. The quality of the materials is top notch inside, the leather is way more durable than the Jaguars and BMW's we have had, the Mercedes E and S Class are almost as good. The navigation sucks as does the Bluetooth. I did not buy the car for these items, if they are very important to you, this car is not for you. The maintenance is not bad except you are forced to buy the parts (air filter, oil filter, light replacements, etc...) from the dealer. You can't buy Maserati parts at retail outlets like Autozone or O'Reilly's for  instance. The bushings are another hidden issue that creep up on you, because the car weighs 4389 lbs,  if you run the car hard you will be replacing them and other suspension parts in less than 30,000 miles. I bought mine with 12K miles 2 years ago and will hit 29K miles this weekend. Will put front brakes on at 30K. Have Michellin Pilot Super Sport tires and hope to get 15K to 17K miles off them. May have to get an SRT or Hellcat next. Still love this car
"
maserati,quattroporte,2011,darrellj, 11/06/2011,Best of the best,4,"I am a car guy - period. Over 44 driving years I have owned every model of Porshe (excluding Panamera) every series BMW including the
M's, 5 Vettes and a few others I've built. The Sport GTS takes a few miles to learn to drive, and appreciate, but in Sport Mode, Manual shift using paddles it is absolutely excellent in every aspect. Handling - bearing in mind it is a 4400 lb car - is every bit as good if not better than my EX 2011 M3 with competition package, much smoother on corners than any Vette. and definitely not lacking on power. Granted it does not have all the stupid stuff no reasonable person would want (as offered with S550 or 7 series). But talk about attention getting. Wow! "
maserati,quattroporte,2014,Kevin Ode, 12/03/2015,The car is fantastic!.,5,"This car is absolutely fantastic!  It drives great, is blazingly fast (much faster than the specs would indicate) and inside and out gorgeous.  We have driven over 6k miles now and the quality is much better than expected (no rattles and everything feels solid; Feels German, looks Italian, great combo!).  There are only 2 complaints: 1) The 21"" wheels come only in summer tires (there are winter tires available, but why not great all weather tires, like my 911 has?), and the traction is terrible when temperatures are below 40.  You really have to deal with the nonsense of winter tires, even in Atlanta (must be the global warming...).

The 2nd and much bigger problem is the terrible support from the dealers.  We have 2 dealers here and they don't seem to be too interested in returning phone calls.  Even the Maserati Importer cannot get a hold of them.  Just go there, get in their face and they will tell you that the (simple) recall items will take 3 days to complete and they will give you a nicely equipped Mazda 6 as a loaner...  Their service is worse than that of a ""reasonably priced car"" dealer, absolutely unacceptable for a luxury car brand.  Maserati, please go see how Porsche, Mercedes, BMW and Audi do this.

I have seen many complaints about borrowed parts (such as the Navigation system and window buttons, which come from Chrysler), but I couldn't care less.  It all works well and other car companies (VW - Audi, Chevy - Cadillac etc.) do the exact same thing, no biggie.

Update: still loving car, Dealer support has been greatly improved. They now have Ghibli’s as loaners and response time is good.

Maintenance, as is to be expected, expensive: New tires, every 10 to 12,000 miles, $2500, oil change every 12,000 miles, $500, new brake pads every 20,000 miles, $1700 (front and rear).
"
maserati,quattroporte,2014,RJN, 03/06/2017,Haven't lost yet!,5,"My GTS is fast, very fast. 0-60 is less than 4 secs. Top end has exceeded 200 mph three times. Looks like a million and turns heads everywhere I go. Comfort on long trips is exceptional. Don't need the massaging seats. I am 75 and love to race anything at the right time. Have beaten Corvettes,  Mercedes and Porches'. So far unbeaten at any speed. I am very particular who and when I race. I will not put anyone in jeopardy and I am always alone. Sound system is extraordinaire. Bowers and Wilkens. This GTS has every option! and listed at over 175,000. I wouldn't buy a new one. Just waited a year and saved over $100,000. The best deal I have ever made on an automobile. Owned many classics and many race cars but this Maserati GTS is the best of both worlds. Have fun.

ZERO problems.
"
maserati,quattroporte,2014,Jb49, 01/16/2020,Car is a constant head turner,4,"My 2015 Quattroporte has been an absolute blast to drive, I drove an S550 sedan before and the two cars are very different. The Maserati is a drivers car, the wind noise at 60 and above is surprisingly loud but the roar of the engine is louder. My S550 was so comfortable, quiet, smooth & responsive but the day I traded it & I left the dealership in the Maserati I felt special. If you want a car that makes going to the market an event test drive a Quattroporte. One caveat though.... more expensive than my Benz for all service,parts & repair
, 
"
maserati,quattroporte,2014,edgebot, 10/29/2014,A Beast,4,"Let's face it, this car is a beast!  Very fast, very responsive, with an exhaust note akin to a deep low growl.  A head turner too.  So all in all, the Maserati nameplate is valid.

But, my Jaguar XJL, at half the price, is more comfortable, spacious, tech forward, and stylish.  And this one is really a head turner.

So for style, comfort, pizzazz, it's the XJL.

For pure driving fun, exhilaration, and bragging rights, pick the QP GTS."
maserati,quattroporte,2014,Bravo1, 07/27/2019,Looks great,4,"Love my Quattroporte, so far I have 17000 miles on it with no issues, drives great love the roomy interior and fast acceleration , Other brands offer more electronics, I do not use what I have already and do you really need 20 speakers in a car. 
"
maserati,quattroporte,2014,carfreak19, 10/30/2013,Quattroporte 2014,4,"Very good car. Great performance, interior and exterior design, very safe, and fun to drive. "
maserati,quattroporte,2014,Noah, 08/04/2017,Great Style and Fun 2014 QP,5,"Still really enjoy the car.  Had brake shoes and headlights at this point. The only negative has been the new brake shoes squeal when stopping slow.   Still love the Car.
"
maserati,quattroporte,2015,Stephen D, 09/15/2018,"This a drivers car, not really for techies!",5,"If you want all the best new gadgets, you want fancy tech option (which you will rarely if ever use), this probably not a good choice (look at the A8, S550 or 750).  But if you want a head turner with a race car spirit that is shear joy to drive, hear and walk out to morning and night then the QP6 should be at the very top of your list.  Forget the naysayers, I’ve found most negative reviews are from people who are either not really able to buy and retain the car, have jealousy issues and/or are looking for the car to be something it was never trying to be.

It has been about a year and I have now noticed a few small items that seem to be gremlins that my mechanics cannot figure out.  Because there are no dealers around here this has been a real pain.  I've also noticed some issues with the dash that should not happen on a car that costs this much.  I've had many cars before and never had a bubble form in the dash...but alas no warranty and no dealer so I guess I'm stuck with it.

2 years later: still a great car but does come with technical/mechanicals difficulties and if you do not have a dealer nearby that can properly service the car; it will cause you great complications.
"
maserati,quattroporte,2015,David H., 12/03/2019,Great Italian design includes a Ferrari engine,4,"Beautiful luxury sedan that drives and handles like a sports car. One of just a few cars that are still handmade and if cars could have a soul the Maserati would have one. You can not beat the sound of the Ferrari engine. Even if you're a music lover you will choose the sound of the engine and exhaust over the stereo any day. Do yourself a favor and go drive a Maserati Quattroporte today!
"
maserati,quattroporte,2015,Denny, 01/29/2020,A Beautiful Fast Luxury Car,5,Beautiful exterior and interior styling by Pininfarina. Powered by a smooth and powerful Ferrari engine with a premium exhaust system and sound. Fine Italian leather interior is the best I have seen. Great car!!
maserati,quattroporte,2015,Jhaddad, 04/13/2018,Do not buy this car,1,"Do not buy this car and spare yourself a lot of pain. There are a ton of cars out there with better performance and quality for a lot less money.
"
maserati,quattroporte,2016,Jesse Scott, 01/14/2020,Wow!,5,"Every time I get in the car it is a joy to drive! 
"
maserati,quattroporte,2017,Ken, 11/29/2017,Impressive Performance and Quality,4,"I'm impressed with the performance, solid build, overall design and impressive interior. 

Have now owned the car for over 2 years and my initial views remain the same, its a great automobile and has been extremely reliable.  My only concern is the limited number of Maserati dealerships near me.
"
maserati,quattroporte,2017,DIDI, 12/03/2019,Maserati Quattroporte,5,"Incredible sound and design in this Ferrari powered monster
"
maserati,quattroporte,2017,Ryan, 10/09/2019,Hated it!!,1,"While the allure of a big Ferrari engine and the luxury of a beautiful leather and carbon fiber interior seems like it should be love at first sight, the unfortunate truth is that this car also has some terrible flaws that you should be aware of. First and the worst is the Auto Stop/Start function. This gas saving feature is terrible and there is no quick and easy button anywhere to turn it off, instead you have to scroll through the menu on the steering wheel to find it and turn it off every time you get in the car. If not, when the engine stops at every light, the AC starts blowing warm air and it becomes very uncomfortable. Add to this the Air recirculate button does not stay engage, so you are greeted with warm exhaust. Whoever designed a pull out tray to put your phone on should be fired. It has a folding door that you can not close if you actually plug your phone into the car's USB outlet, why? Terrible design. The cup holders are too shallow and small to put your large iPhone in and there is no other place besides inside the center consul to put your phone. The Apple CarPlay integration is terrible to switch between it and the Maserati controls. 

Yes, it is fast, but it also feels uncontrolled. This is no Porsche 911. It is a monster and it drives like one. Add to that it gets about 8-10MPG and it will cost you a quarter tank of gas every time you go out to dinner. 

Went back to driving my 6 year old Volt and sold this POS at a local car auction for half what I paid for it just 16 months before. Worse car ever!!
"
maserati,quattroporte,2017,Cohn1, 10/29/2020,Great car,5,"I highly recommend  
"
maserati,quattroporte,2018,H, 04/11/2018,Super car luxury sedan,5,"I leased this Maserati in July 2017.  The color is type of gray named as ""Grigio "". in side is mixed brown leather and silk by famous Italian suit designer Ermenegildo Zegna. It is a heavy large sedan. It is very roomy inside. Although there are few parts from Chrysler, but those mixed with very nice stitched leather, and it really doesn't bother me. I enjoy much every morning turning on the engine and hearing the load raspy sound of Ferrari built engine !  The seats are not too sporty like BMW or Porsche with lots of side support. They are just fine ! It takes time to learn how to use the shifter. Now after 9 months I am doing great on changing gears with shifter- no steering wheel shift paddle-  If you drive more than 30 miles a day you will pay much for gas, and need more maintenance , and maybe not a every day driving car !  You don't need to show off and push the sport button for loader engine note, other cars will slow down to just take a look. Many times I heard "" This is a really beautiful car "" !  Formidable luxury the original race-bred luxury sedan you can drive everyday- so far no single problem.  I pay about 6o $ every 2 weeks.
"
maserati,coupe,2002,Ciao Bello 2, 08/05/2008,Kick in the Pants!,4,One of my all time favorite cars.  I have driven a lot of semiexotics and exotics.  From a 1957 Porsche 356 to a 3rd gen RX-7 to Jags and Bimmers.  This car performs like a Ferrari without the maintenance headache and cost.  Very reliable with road couth for a high performer and still a head turner after 5 years on the road.  Creature comforts but will still make the hair on the back of the neck of the dude in front of you raise up as he respectfully pulls over into the slow lane.  A true 4-seater as it is functional enough to pick up my 2 kids from school.  Hot enough to drive with my wife on short day trips and feel as if you are in a 2-seater.
maserati,coupe,2002,dink, 04/28/2003,cambiocorsa,5,"What a great car. This automobile offers
Ferrari performance with manageable
power.  It is great fun at 80 miles per
hour and below. I do have a 360 and it
is a lot of fun as it should be, but the
Maserati is more driver friendly and the
F1 (Cambiocorsa) transmission is the
most fun you can have in a car. There is
a lot of driver involvement and the fit
and finish is second to none."
maserati,coupe,2002,jeffm, 04/29/2006,Maserai Clutch Problems,3,"This is a nice car with the worst clutch I have ever had. I've gone through three clutches in 17,000 miles and the new one seems no better. Save your repair money and buy something else. The clutch is a real lemon and Maserati will not cover any repairs (the warranty is void for the clutch the day you drive it out the door, as in a zero mile warranty). I've owned many sports cars over the years and the clutch problem is the worst I have seen. "
maserati,coupe,2002,woodman, 08/09/2003,A Year Later,5,"I've owned the Maser Coupe Cambrio for 
a year now.  Amazing Car.  As good as 
it gets, period.....  Break the mold"
maserati,coupe,2002,JSN, 01/01/2006,Best performance vehicle for the dollar,4,"I bought the Maserati Cambiocorsa because ist was within my budget, $60,000.  I saw NOTHING that even came close.  It has 390hp, dry sump oil, ferrari motor, dry clutch/paddle shifter, 18 inch wheels... it is all about speed, control and fun.  This car is a blast.  I drive it every day to and from work (10 miles each way), and sometimes even on errands like shopping.  The trunk is adequate for most tasks. It seats four adults comfortably.  Has hooks a for child seat.  My four year old LOVES to ride in it. She calls it Daddy's ""race car"" and urges me to go faster.  So far it has been extremely reliable.  It did have one major repair, the clutch.  This was probably from pervious owner abuse, but dealer replaced entire clutch under warranty - which, by the way, is five years! "
maserati,coupe,2002,masserman7, 04/07/2005,Heads will turn...,5,"I have nothing but praise for my Maserati Coupe Cambiocorsa.  It is a solid machine with style and performance to match. It has linear acceleration that roars and gets (sometimes unwanted) attention.  Yee who fear the rumble of a throaty V8, beware.  Prepare to set off car alarms in parking garages and scare small children and animals.  Things most likely seen in rear view mirror inslude Audi S4s, BMW M3s, Chevrolet Corvettes.  Even the new 2005 Astin Martin V8 Vantage is a 1/10th second slower 0-60 and has 10 fewer horse power (not to mention the fact that it is twice the price)."
maserati,coupe,2002,Rich, 02/25/2006,Dream Car,5,I have owned many cars and a few of them were sports cars but never have I owned such a true sports car with style and detail similar to an expensive Italian suit. This lines on the exterior and the design of the interior is a work of art. 
maserati,coupe,2002,carlcvw7, 04/23/2005,"Great car, when not in the shop",4,"I've had My Maserati Coupe Cambiocorsa for two years and drive it daily to work 30 miles each way.  It is an absolute pleasure to drive.  I love the sound of the exhaust and the acceleartion is breathtaking, just don't floor it on wet pavement.  In automatic mode the shifts are very clunky and need to be smoothed out.  The paddle shifting in sport mode is a blast and is extremely fast at high rpm.  Maserati needs more dealerships.  Mine is two hours away and I'm in an urban area. I have had a major failure of the cambio gearbox twice, requiring towing from the freeway (scary), and two weeks in the shop each time.  I think one more will qualify my car for the lemon law.  I love the car, though I'd really hesitate to get another one, given the gearbox failures."
maserati,coupe,2002,Glines, 07/31/2006,Factory Delivery was Wonderful!,4,"I bought the Coupe and took delivery at the Modena factory, a real treat! I have enjoyed the Coupe in every facet of driving both in Italy and the US. The '02 improved design and Marrinella produced 400 hp dry sump V8 have turned out to be a great combo, even after moving from a Ferrari! There has only been one draw back, that has been the terrible service and attitude from my dealer. They appearently have sold too many cars and neither have the capacity, customer service training, or ability to deal with this exotic or the other brands they handle."
maserati,coupe,2002,zerotoninetyfast, 05/19/2002,Grown-up Performance ! ! !,4,"So far, this car has been quite 
impressive!  The engine is smooth but 
wakes-up fast when you need it to.  The 
suspension is also very smooth yet 
responsive when you really need to use 
it. I really enjoy is the classy, high-
tech interior and the sleek exterior 
looks. Whenever I park somewhere, 
everyone's always stopping me to 
ask ""What kind of car is that?"" -- 
Everyone appreciates it for it's 
originality.  It seems everyone owns a 
Porsche, Vette or Lexus -- this is 
different!"
maserati,coupe,2002,adam tool, 08/26/2002,A return of a classic,5,"Plain and simple, fast as hell and you 
won't see a hundred of them driving 
around in LA.  I love the return of 
this classic and with Ferrari 
engineering behind it...what a car."
maserati,coupe,2002,calabro, 08/31/2002,Awesom,4,"Excelllent all around car,,Finally an 
Italian car capable of being used 
everyday.The interior is exquisite and 
every passenger is amazed of ther 
beauty and luxury of maseratis 
interiors.The exterior design is also 
great maybe not as seductive as a 
ferrari but way more understated and 
has a more Maserati appeal to it.As 
far as the drive goes,well wat can i 
say,when u have an engine that pulls 
like this one and the sound is great 
which makes all those racer boys stare 
in admiration."
maserati,coupe,2002,Jonathan Epstein, 09/04/2002,A gorgeous Italian with Ferrari blood,4,"A gorgeous car on the exterior with the
best interior of any car I have seen.
People stop on the streets to stare,
give the thumbs up, or shout flattering
comments.  The car is unbelievably fast
and handles great. The F1 paddle
shifting is a blast giving you all the
flexability of a stick with out the
tired legs. The car will automatically
downshift at 1,300 rpm when you are
stopping if you don't want to actively
downshift. A great car all around."
maserati,coupe,2002,Woodman, 07/31/2002,Italy at its Best,4,"This car has been fantastic, a real joy to drive and own.  Devastatingly fast 
and quick.  Tremendous torque as well as top end.  The F1 shifters are a 
blast and quick to learn.  The handling is great, very tight suspension when 
called upon, which pretty much sums up this car.  It's as tame or as nasty 
as you want it to be, all in a very sophisticated, well turned out package.  
This has got to be one of the great cars in the world.  The essence of the GT 
experience."
maserati,coupe,2002,Bagger, 02/04/2003,The Trident is Back!,4,"This car rocks! A ferocious Ferrari-
designed engine mated to a gorgeously 
svelte body make for a very rare and 
exciting fresh car in an age of 
gawdawful monster SUVs and Porsche 
everycars.
  The engine has an incredible Italian 
growl..sounds even better than the 
Ferraris..Interior craftsmanship is 
better than any car I have ever seen, 
except maybe a $300,000 Bentley.
The best part: you get to totally 
custom order the beast--your colors 
inside and out..you choose the piping, 
stitching, rooflining, carpets..the 
whole damn thing! A true custom-built- 
to-order GT.Paddle-shift is pretty 
good and improving as of this writing 
(2003)."
maserati,coupe,2002,DebbieT, 04/07/2003,"IT'S BACK..FUN,FUN,FUN",4,"Simply beautiful car...Interiorcan't be 
beat...Fun to drive...Simply Love It"
maserati,coupe,2002,R. Strain, 01/03/2003,Maserati Coupe Corsa,4,"Received car in late 2002. The 
cambiocorsa (F-1)transmission program 
had been upgraded so it was less clunky 
sounding. Build quality is excellent 
and the interior exudes italian leather 
class. Ordered the skyhook suspension 
and even with lower profile tires the 
car is better riding than my Lexus SC 
430. The thrill factor and engine 
sounds are great. The car is better 
looking from the rear than pictures 
illustrate. Prefer the Michelin tires 
and tread design. All in all I am very 
happy with the car--the car I had on 
order and changed was a 911 Carrera 4S 
with tiptronic--I think the Maserati 
has more cache and better sounds"
maserati,coupe,2003,KLP, 01/10/2004,Great Car,4,"I've had this car for a year now. Great 
fun to drive. Had the opportunity to go 
to a high speed driving coure last 
spring where you got to drive your own 
car on a closed track with a driving 
instructor. None of the instructors had 
drive a F1 Maserati before. Beside my 
driving this car at over 125 mph on the 
straights and 60mph turns, the 
instructors asked to drive it. They 
were all very impressed. They rated its 
performance with the 200K Far, AMartin, 
Porsh, etc. I have been very pleased. 
Its a keeper"
maserati,coupe,2003,David P., 11/20/2006,'03 Maser GT Coupe,4,We installed a Tubi exhaust at the dealer before taking delivery.  It made a Gransport before the Gransport concept was invented.  The car went from 390 hp to 420 hp and it is music to the ears.  This is a wonderful car to own and drive. 
maserati,coupe,2003,hoopsking, 10/29/2003,Cambiocorsa coupe 2004,5,"Very quick,  Good torque, I got the Tubi
exhaust it is great. Gas mileage is what
they predict about 11 per.  It gets a
lot of stares and the girls like it."
