Company,Model,Year,Reviewer,Date,Title,Rating,Review
alfa-romeo,giulia,2019,BlazinAlfa, 12/06/2019,Best Car Ever Owned,5,"Superb Drivers Car. Steering, Handling and Feel of Car is best in class. I have owned everything...BMW, Mercedes, Audi and others. The Alfa Giulia TI Sport is the car BMW should be building. See Motor Trend's comparision of the new 2020 BMW 3 Series vs the Giulia. The Giulia is the ultimate driving machine. I had a 2017 and traded up to a 2019. No mechanical problems and an absolute Joy to Drive. 
"
alfa-romeo,giulia,2019,JuanMiami , 10/25/2019,Loving my car.,4,"Love everything about it. Just do agree the back seat is very small for its class. 
"
alfa-romeo,giulia,2019,Bundy26, 03/30/2020,Awesome drivers car so far,4,"I purchased this vehicle preowned 3 weeks ago with 22k miles and for the short amount of time I've driven it I love it. The exterior design is beautiful and flawless. While the interior is not up to par with the mainstream germans in quality the design is is beautiful and simple. The infotainment screen is easy to operate via the drive knob in the center console but again is not quite as good as the germans. 
Where this car shines imo besides the design is it's driving and handling. I come from years of fwd vehicles that now feel like they have no soul. The steering is better than BMW and MB (3 series and C class respectively). It makes you want to turn into corners a bit harder than you would do with other sedans in its category. Acceleration is great specially in D (dynamic) mode. I've been driving it constantly since my purchase in A (advance efficiency) and it's as calm as they come, but today I decided to do some spirited driving in dynamic mode and it did not disappoint one bit. 
I even got a bit tail happy but the AWD corrected that behavior. 
To end I have to say that this car might not be up there with the more established germans in build quality and engine refinement but it's an awesome daily driver that will have you waiting for the next driving session thanks to it's great chassis, engine and great looks. 
"
alfa-romeo,giulia,2019,Mike, 01/21/2020,2019 Alfa Romeo Gulia Ti Sport Q4,5,"I had the car for 1 month (1500 miles) and am very happy.  The pickup is quick and the handling is spot on.  So far I am happy.
"
alfa-romeo,giulia,2019,Ringo Davis , 08/23/2020,Best Car I've ever owned.,5,"First a little background. I've been driving Mercedes for over 15 years. CLK convertibles and then the E class convertible. Both far more expensive cars than the Giulia. The Giulia is hands down the most fun car to drive I've ever owned. I finally decided to break away from Mercedes for two reasons. One, the new Mercedes models were ugly and expensive. And two I was looking for something exciting and new, a young man's car rather than something for a Beverly Hills silver fox. I started my quest with Lexus but after sitting in the car for 10 minutes I had such a horrible headache from the off-gassing of toxic interior fumes that I decided not to test drive the car. Even the new Mercedes cars are on the toxic side but the smell tends to fade after three or four months. My wife drives a VW and the toxic smell lasts well into three years, totally disgusting. In stark contrast, The Giulia ""new car smell"" is rich leather, no bullshit cancer causing Formaldehyde adhesives at all. Apparently Italians actually care enough to not give their customers cancer!  The car is peppy and the steering is tight. Gas milage sucks and is way lower than stated but no news there, all brands have the same issue when it comes  to overstating miles to gallon. If you want a fun fast car for a far better value than Mercedes, BMW or Lexus than this is your ride! My only wish is that Alfa will get around to producing a coupe 2 door version of the Giulia. I've never been much of a sedan guy but i made awn exception for this one.
"
alfa-romeo,giulia,2020,Toradora , 11/12/2020,"Flawless, sublime and emotive",5,"Alfas form immediate emotional connections with drivers. You just have to try driving one. We've put on about 15k miles of every condition in one year, and the only thing we've needed to do is get better tires. Don't look for too many miles out of the (surprisingly decent) pirelli rfts.
"
alfa-romeo,stelvio,2018,K Cope, 10/17/2018,"It is a driver's car, plain and simple",5,"There are more comfortable cars, ones with fancier interiors, and some with tons of high tech gadgets, but nothing under $75,000 drives like my Stelvio Ti Sport.   I have owned sports cars as well as high end luxury sedans, and this is a perfect meld of the two.  There has never been a car I owned which put a smile on my face and made me want to come up with excuses for which to drive.  (Well, perhaps my Shelby Mustang GT350 . . . )  Whipping up and down through the gears with the paddle shifters on a twisty road while the car gurgles and pops is an absolute blast.  I also considered the Jaguar E Pace and Porsche Macan, but to get the sports car experience you need to upgrade to larger engine sizes and much more expensive trim levels.  (For the record, like both the Jag and Porsche very much)  To date, I have had the car for two years, put 25,000 smile-filled miles on it, and have only minor problems which were quickly addressed by the dealership.  I got a 10 year/125k mile warranty at a reasonable price when I bought it, so should not have too much to worry about for the next decade, other than replacing tires and paying off speeding tickets.
"
alfa-romeo,stelvio,2018,Lloyd, 04/29/2018,Alfa is here to stay-a blast to drive,5,"Alfa Romeo has hit a home run with both the Stelvio and Giulia. I was going to lease another BMW 3 series x drive but the salesman was so pushy and annoying I decided to give Alfa Romeo a look. I was impressed with the looks of the Stelvio. A few days before I had test driven the Lexus NX 300 and while it drove OK I did not like the looks of the front grill-big mistake on Lexus' part. I leased a Stelvio, with Navigation--The vehicle comes with a lot of standard features and is priced well. Simply put, it handles great. It is fast and has no body lean on the turns. The breaking is a tad too responsive so it takes a bit of getting used to but this is a minor quibble. The steering is sharp, precise and smooth. I am glad I got out of the BMW as the Stelvio seats are way more comfortable. Also, the front cabin is roomy and has great headroom. My only complaint with the vehicle so far is that the radio has only 7 presets and the Satellite radio does not maintain the group of channels when one station is selected. I will give a nod to the BMW radio setup in that if I was listening to the comedy channels on the Satellite radio, the screen would maintain those channels so I could switch back and forth easily--the Stelvio only has one station listed and defaults back to the beginning if you want to browse through the stations. Otherwise, it is better in every respect and is a joy to drive. I took the car in for a service check and got the Giulia as a loaner. It too handles unbelievably well. It accelerates with no effort. It is makes driving fun again and I would have been happy if I had leased this car--I highly recommend either car and they price out very well compared to the competition. Bravo ALFA
"
alfa-romeo,stelvio,2018,Craig Rosen, 08/15/2018,Know your priorities,4,"I leased a Stelvio Ti and have a mixed bag of thoughts.  The best are the drive and the look.  Taste is relative but the body of the car, to me, is really beautiful.  It looks like the Italian sports SUV that it is.  It might be a little ostentatious but that’s for the individual to decide. 

The drive is great as most people mention. If you take a test drive make sure you get on a highway so you can fully appreciate the car.  It’s fast and handles beautifully— it’s a car for people that like to drive. 

The tech and materials are poor. The infotainment system is so outdated.  It isn’t touchscreen (neither is BMW) but the graphics are abysmal. They equate to a Space Invaders game from the 1970s.  The nav system does not display traffic patterns on the map (roads displayed in green, yellow, red depending by upon traffic) and although the display is integrated into the car’s design well, is really small.  Make sure you get a model manufactured recently and integrate Apple Carplay. It is not a luxury in this car, it’s a necessity if you use your GPS a lot. The system also requires a lot of steps for the most basic radio functions (like changing stations). It’s annoying.  

The base radio is really flat. It’s up to you to upgrade, for $1000, to a better stereo.  I didn’t.  Even if you’re not an audiophile you’ll hear the difference. 

The Ti, which I have, has comfortable seats. I found the Ti Sport to be too stiff and a really hard drive. The seat bolsters may hug you like a sports car, but I found them uncomfortable.  This is personal preference.  

All in all I love the look and the drive.  You can get a great deal on them (more than 20% off) but watch out for old stock (there were also recalls, but the old stock should have been fixed).  Really know your priorities- if gadgets are your thing then stay away.  If driving is your thing don’t think twice about the car.  Great price for a cool but flawed car. "
alfa-romeo,stelvio,2018,Morgan, 02/08/2018,Fast if you are into that type of thing,5,"This is a great driving SUV.  It feels like driving a sports sedan but has more trunk space and sits up higher.  It is fast and fun to drive.  It doesn't take bumps as kindly as typical SUV, but then again if you wanted a typical SUV then you wouldn't buy this car.   I wanted a sports car and my wife wanted an SUV.  This has been a great compromise, especially because it handles the potholes here in the northeast WAY better than our Mercedes sedan did.   General drawbacks - Some features feel a bit cheap in a way Mercedes would never have skimped.  Specific drawbacks 1. some nobs feel cheap 2. heat seats are more like seat warmers, not hot or fast. 3 back up camera feels pretty 2012 not 2017 4. parking sensors are a bit sluggish and not as accurate as I would like.  Overall this car is a beast and I love it.
"
alfa-romeo,stelvio,2018,H. Meltzer, 10/01/2017,The New Stelvio,5,"I've had the car for two weeks now and, so far, I am very satisfyed.  It is a very good looking and handling car.  The interior is not full of bells and whistles, which I like.  Not a lot of buttons.  Everything is logically layed out.  Comfortable seats and a comfortable ride which could be turned into a sporty ride with the turn of a knob.  Some nitpicks: There are only 7 presets on the radio - in total.  My last car had over 20 presets.  The voice activation does not work for the phone.  It seems that the early batches of Stelvios do not come equiped with Apply Play or Android.  All phone calls have to be made manually - not through any voice activation.  I called Alfa Romeo to ask if when the software became available, would I be able to download it onto my car.  They didn't know, so, my feeling is that I won't be able to.  Not happy about that.  The view out of the back is a bit limited but that is not surprising as the ""swooping"" design of the rear of the car is one of the things I liked about it.  Because of this, the safety package is something you should consider.  The dashboard view of the backup camera should be larger and it seems that it should be a bit brighter or have a higher resolution.  Again, these are some nitpicks on a SUV that I am very happy with.
"
alfa-romeo,stelvio,2018,Woody, 12/07/2017,Passionate SUV/CUV - One drive is all it takes! 44,5,"Update 6/2020: 44K in still totally enjoying our Stelvio. Other than normal recalls (handled very well by the dealer including loaners if appropriate + for routine maintenance), it has been perfect and is aging very well. Size, handling and more. I smile every time I see it sparkling in a parking lot or get behind the wheel.
(original comment:) Loyal to Jeep, we found the new GC too big; Cherokee too many compromises-- Stelvio PERFECT for our family. We were ready to pull the trigger on an XC60 but when we looked into the Stelvio, it checked off all of the boxes for both of us in terms of luxury, performance, and ride/features both right-brain and left-brain. Carve a few curves in Dynamic mode and you'll see why! Stelvio is well-equipped out of the wrapper and obviously designed with attention to detail and elegant engineering, yet full of 'surprise and delight' features- example memory seats, theater lighting, alarm system, puddle lights, , auto climate (nice, quiet, unobtrusive fan), 290 hp, AWD and more. I appreciated that you aren't forced into lots of expensive packages to get the few things you want. She loves the understated luxury and we both flipped for the rich chocolate brown interior.  Interior room within inches of XC60 (actually larger cargo area). The joy of ownership to me is more than contrived and emotionless design- this vehicle is truly art in motion and a beautifully and elegantly designed machine!
12/19 update: 40K miles and no regrets... Still delights the senses in the garage, parking lot, and especially on the road. No issues to speak of great mileage when she purrs and performance when she growls. We enjoy the individuality too and have since added a 500C to our fleet, going Italian all the way. For us Stelvio is the optimum vehicle.
"
alfa-romeo,stelvio,2018,LeeF, 03/09/2018,a driver's compact SUV,4,"I read just about every review I could find on the Stelio. The I test drove it 2 times. For the most part, I agree with most of the critics: as far as SUVs go, this thing is a blast to drive (I moved from an Audi A3 and A4), with the ground clearance that makes you not have to worry about dragging on that curb or speed bump.  My fear is that Fiat Chrysler may have made an error by picking a Ferrari guy for this project.  What I mean is, to make a best selling SUV (which I understand to have been their goal) you probably need to prioritize things like space, back seat room, luxe finishes, the latest tech, etc.  Only car guys care that they're driving a 2 liter aluminum engine with a carbon fiber drive shaft for under $50K!  My priorities were probably more aligned with those engineers, which is why I decided to go with the Stelvio.  I wanted a great handling SUV (for ground clearance and better visibility) with a great sounding stereo (I think the Harmon Kardon premium system beats my Audi's Bang & Olufsen premium sound in the Audi).  My 2 small dogs typically occupy the back seat and the not-so-huge trunk passed the Costco test last weekend when we bought toilet paper, paper towels, water softener and various groceries that all fit in the back!   Admittedly, it does not have the room or the sweet note of the supercharged V6 in the Jaguar F-Pace ($20-$30K more) and I have not driven the Porsche Macan because it $30K more (similarly equipped).  My vehicle was loaded with just about every option and in the TiSport trim but was discounted almost $10K below MSRP (to around $43K).  For that price, it was a no brainer!
"
alfa-romeo,stelvio,2018,TAF, 12/19/2018,180 day review,3,"I have owned my Stelvio since June. Fantastic car to drive - engine, transmission and steering are great.  The interior and technology is second rate.  The seats have limited positions so any day of 3+ hours of driving is gonna hurt.  My wife has an F-Pace and the cabin is far more sophisticated (and even that is not best in class). Stelvio stereo upgrade ( Harmon) is only average. Unfortunately, I was sold by local dealer that infotainment upgrade on my vehicle was imminent- doesn’t look like that is happening which is very disappointing.  Overall, was looking for something fun to drive and unique.  The car checks  those boxes.  If you are looking for high end comfort, sophistication and refinement -this is not your answer.
"
alfa-romeo,stelvio,2018,howie15704, 10/22/2017,Love It,5,"Have owned BMW x-5s was test driving a Porsche Macan S and finally drove the Stelvio, was blown away and bought it.  I am really enjoying this SUV like no other, it performs like a sports car, and rides like a luxury sedan.  Never thought I would own an Alpha Romeo, but they really did their home work on these vehicles.  I still have a 9-11 Porsche and have owned a couple of them over the past 18 years, this vehicle may be more fun than driving the Porsche, I'm torn on this one, it is that good.  If any one is thinking of buying a vehicle in this category , you really need to drive this one, it is fast, handles like crazy, solidly made and great looking.  A must drive for real enthusiasts.
"
alfa-romeo,stelvio,2018,steve engles, 06/27/2018,This is THE SUV to drive AND OWN. update 1/8/2020,5,"UPDATE 1/8/20---15230 miles, owned since 4/18.  NO problems (small one with computer saying gas tank was not full---quickly fixed by dealer).  For a new version of a car, this one has had none of the ""first version quirks"" that my other new models have had-----I'm amazed!
Still don't like the layout of the center console---the cup holders are up against the firewall and the buttons, while the knobs for drive-select and computer options are next to driver and get accidentally hit, meaning you have to readjust the read out on the computer screen.  Small annoyance for a GREAT CAR! 

After doing a ton of research from car sites, car magazines, owner reviews, I took a test drive and was hooked.  The Stelvio turns heads---as you pass other cars on the freeway--or in parking lots.  If you use the Dynamic mode, you will witness ""Star Trek"" in this SUV......it moves!   But, if you use Eco Mode, OK, a little slower but saves on gas (premium only).  DON'T buy a base model--there are cool extras (safety, rims, trim, nav, moon roof, etc) that cost a little more but WORTH every penny on the Ti and Sport models.  I have 2500 miles after only 60 days of driving and can honestly say "" this is one of the best cars I've EVER owned ""  and will trade this 2018 in on the next Stelvio version.  Only drawback--you may have to really look for your desired Stelvio with the equipt you want-----they are not plentiful , especially in the western US.  I now have 6700 miles on this vehicle with NO problems (2 mfg recalls on emissions systems due to CA  regs--#$%@$##!) 9 months of driving, freeways, city streets, 2 lane winding-back country roads,etc and STILL think think the same of this performance! UPDATE.  I have now owned this Stelvio for 15 months/10,800 miles and STILL think it is the BEST.  NO PROBLEMS. NONE. and , a friend who has one, also had only one small problem in 15000 miles.
"
alfa-romeo,stelvio,2018,Domenico, 02/28/2018,"Love the Car, but there something you must know",4,"I bought this car to replace a Maserati Quattroporte, my back was asking me to do it. I fell in love with the reviews, the design and the fact that I was moving to another Italian car, although an SUV, believe me it drives like a sport car. However, I do a lot of business in the car and must say that the failure to have been informed that Stelvios built before December 2017 come with Apple Car Play was very disappointing. The dealer in Van Buys CA never said a word about this, and the owner’s  manual in the car is not much help either. They do have the instructions about Apple Car Play but they are basically useless, make believe, as the feature in not available, unless you purchase a Stelvio built from December 18 and on. Worst yet, when you call Alfa Romeo (forget the dealer as they got your money) they tell you that there’s nothing they can do about it, even though the instructions are in the owner’s manual. And to add insult to injury, they even tell you that there’s no plan for an update to your system either, so you have what you got and that’s it. I love the car, so I will cope and figure it out, but I feel other buyers who have a need for Siri in the car to work and assist while driving, need to know that he/she will not be there, if you are purchasing a vehicle before December 2017. - Ok, 3,000 miles plus later, still love the car. It drives fantastic and you will love it too. No mechanical problems at all, mileage has improved to 22 mixed. I still wish Alfa Romeo had a fixed for the entertainment system. Missing the ability to command your phone through Siri is very annoying.

I'm up to 10,000 miles now and over a 18 months into it and love the car even more. Absolutely no mechanical issues apart from recalls, mileage is better yet at 22.5. It is a pleasure to drive it in any conditions.

This is where i leave you. My son took the car away from me (literally, he loved it so much). I pass it on to him at 12,500 miles and i can only add a couple of things: mileage improved some more and i will miss this car. i have moved on to a Maserati Levante S. i can tell you that there things i miss about the Stelvio, even though the Levante is a much more expensive car. Once my lease is up on the Levante, i am sure i will go back to Stelvio.
"
alfa-romeo,stelvio,2018,Randy, 09/08/2018,"Awesome vehicle, will never own a BMW again.",5,"Owned a BMW X-3 and X-5 prior to buying my Stelvio.  Was about to go to a Porsche Macen S and drove the Stelvio, way better driving vehicle than the Macen.  Have had the Stelvio for about 10 months and love driving it, especially on road trips.  Will never own another BMW after owning this Alpha Romeo, it is by far a superior vehicle to the BMW.  This vehicle has power to spare on the road and is fast and smooth.  I can drive this vehicle all day with out the fatigue produced in other vehicles, Love It.  I tell every one thinking about an Audi, BMW or Mercedes to drive an Alpha Romeo before pulling the trigger, it will amaze yo.
"
alfa-romeo,stelvio,2018,John Doe, 06/28/2019,It's got some things to work out.,2,"My wife and I got this car just over a year ago now, and we are looking to get out of it as soon as possible. With anything, there are pros and cons. In our case, the cons have outweighed the pros.

Cons: 1. In the year that we've owned the vehicle, we have received three recall notices. 2. The dashboard check engine light comes on frequently with warning signs that scroll through practically every electrical feature of the car (collision warning, blinkers, brake lights, and everything else) and say there not working. 3. The dash display frequently glitches out. 4. The car can be very jumpy and randomly, suddenly propel you forward from a stop (like a sudden unintended explosion of acceleration). And 5. The biggest concern I have had with this car has happened twice now. While getting on the highway, where I live we have the traffic lights entering the highway to slow traffic coming in. The auto start/stop feature turns the car's engine off at the traffic, and twice it hasn't come back on immediately. I put my foot on the gas and the car simply started rolling backwards nearly hitting the car behind me (after stopping again and trying again it usually works).

Pros: 1. Insanely good precision steering - point the car where you want it to go and it reacts better than anything I've experienced. 2. Great performance. 3. Really smooth transmission. 4. Styling is quite nice, especially with the bigger wheels. 5. Cool points at parties. 

I think that Alfa has potential for a really great product, but has some kinks to work out. As of now, I have no faith in the longevity of the vehicle. Other reviews don't indicate such an experience, so maybe we just got one of the few bad ones. As stated above though, we are now looking to get out of this car as soon as possible. I look forward to seeing the quality of Alfa improve as it gains experience in the commercial automotive market. 
"
alfa-romeo,stelvio,2018,Ann Ky, 06/25/2018,Best Engine and Handling SUV,5,"NY DailyNews 06/22/2018 article  : "" The 2018 Alfa Romeo Stelvio will impress you with these 8 desirable traits… but it also comes with a weakness. "" http://www.nydailynews.com/autos/street-smarts/8-great-traits-2018-alfa-romeo-stelvio-list-article-1.4040796 They only can point out "" one weakness"" : that is the ""smaller""  cargo hold, ! Actually it's not bad at all. Similar to Audi Q5, bigger than Mercedes GLC, Land rover Discovery Sports.  The bigger SUVs with more cargo space are Mercedes GLE , BMW X5, Land Rover Velar. Those are much bigger SUVs with much worse Gas mileages, and also will cost you much more ! Plus, they do not have the Stelvio's ENGINE , Handling, and the "" Look "" !! Not even need to mention Acura RDX or Lexus RX 350 .  Buying Tips : Buy Ti then adding Sport Package or other , not to buy '' A regular Stelvio with adding other extra "" , the price will be similar. The salesman got confused sometimes. Ti got spacial wood trims. One thing I like to point out : there is no place for the front license place. The NJ / NY law requires two plates, one for the front, another one for the back. My sales lady said that all buyers so far are taking their chances. ( by leaving one plate inside.)
"
alfa-romeo,stelvio,2018,Al, 09/06/2018,Air Conditioning and Acceleration Delay,4,"Almost a perfect crossover. The only two things I see needing improvement is the slight hesitation from a stopped position, and the air conditioning system. With a performance car, you can't have hesitation, yet at times there seems to be half to full second before the engine reacts to gas pedal. That is most important. Not so important, but of note, is the air conditioning system is not very good. The car never really gets so cold you turn the temperature gauge down, it's always fighting to stay or try to keep you cool. Not sure if it is the system or the fans don't blow enough air, but the interior of the car isn't that big that this should be an issue. First version of the suv, so i am sure these are easily rectified in 2019.

As an update to my review, about 4 months into owning the car, the front parking sensor began malfunctioning....it essentially is aways going off. The shut off switch is left side dashboard below the air vent....i have to turn it off every time I start the car or the alert noise will go off. Car has been in for service twice; both times temporarily relieved the issue, but continues to come back. Have the sensor entirely replaced if this happens. The stereo system occasionally reboots itself, no one knows why.

Still thrilled with the SUV.

***Update to Review***

I have since swapped my 2018 for 2020 and have found that both issues still exist with the build of the car. The air conditioning is directly related to the car being black on black and with the very large glass sunroof, it is nearly impossible to keep the heat out. 

The acceleration issue and shifting pause is still there. The dealer told me the AI of the car is still learning, but that doesn’t sound likely. The car has a slight hesitation from the starting line. The car also, if you slow to a near stop (thru a stop sign as an example or a red light that changes to green as you approach), does not immediately “find a gear” when you push the gas pedal. The car appears to do nothing for a few seconds before engaging. Needs to be addressed at the Alfa service shop. Not sure why they don’t test for this prior to releasing the car. 

Still all in all, I love my car. But these shouldn’t happen on a car of this level. 
"
alfa-romeo,stelvio,2018,Lars Anderson, 05/31/2018,Italalian Uniqueness,5,"I have 10k miles and no problems except recall notice on some molding and an oil change light that only the dealer can turn off. Annoyances are attenuated by all the important positives. Negatives are parking sensors and no Apple CarPlay on my version. Positives well balanced tracking and traction, steering feel, comfortable seats, adequate sound system, good mileage (26 mix and 30 hwy), adequate visibility for styling, very quick, dynamic mode, styling, light projection and unique. Very easy to drive and park minimizing fatigue during hour long commute."
alfa-romeo,stelvio,2018,Joejoe16, 11/15/2018,Fantastic Driving Car Not So Much for Tech,4,"So I purchased my Stelvio Ti about a month ago, red with the chocolate interior. I've heard some say they didn't think the interior materials were very good but I guess being a previous Ford owner, I think it's certainly up to par with a ford Titanium package. The car does turn heads, it's beautiful. I must admit I'm a tech package kind of person so in regards to the navigation, Sirius radio, and touch screen, Android Auto etc. Alfa is about a half decade behind the curve. I knew this going into it and most of these things are software issues  Alfa didn't spend much time developing before releasing the car. As of now American owners can't update their maps while it appears the European models can. Also, mine didn't have Android Auto but if you get a later built 2018 model, you can get a leather wrapped dash and Apple Car Play/ Android Auto as options. There are models with spare tires but they seem few and far between and it's an optional item I wish I had. We're all still waiting for the software update to activate the central infotainment knob touch screen feature. With all those issues aside, you have to consider the good parts as well, the car is fantastic to drive! The aluminum body panels, patent aluminum suspension, drive by wire brakes, carbon fiber drive shaft, Ferrari inspired direct injection engine, 50/50 weight distribution and high performance German transmission make this more of a sports car than utility SUV. Alfa Romeo clearly spent their time getting driving dynamics right before spending time on things like radios and phone app connectivity. For safety it appears to have a Euro 5 star rating with impressive features like knee bags and a slew of optional safety like front collision braking, and lane departure etc. I was fortunate to get one with the front collision braking but not the lane departure or adaptive cruse control. With the discounts Alfa and dealers are giving now on the 2018 models you can't beat the price in this class range but just understand some of items I mentioned above. While I hope Alfa continues to improve their infotainment system with updates, it would appear their communication is not very good for US customers. I hope this changes because this could be a perfect SUV if they want it to be. In ending I would encourage those interested to give it a try, it's a great driving car  that will put a smile on your face and provide all the luxury most car buyers will be happy with, just know that some quirks exist and they are an Italian company breaking back into the American market. Expect there to be hiccups along the way.
"
alfa-romeo,stelvio,2018,robert segraves, 12/04/2018,Fantastic car at good price,5,"Some reviewers have suggested that the Alfa Romeo has quality control issues. I purchased my Stelvio MONTHS ago and everything works perfectly . Cold weather package ( heated steering wheel, seats) and safety packages ( lane control, forward collision control, rear traffic monitoring etc) all work perfectly, Interior materials are high quality and this SUV handles like a sports car. I would have to has spent about $20,000 more to have a comparable German SUV and the German car would not have been a joy to drive. This car is fun and geared toward the driver in terms of responsiveness and road feel.
"
alfa-romeo,stelvio,2018,RR, 03/23/2018,Stelvio Bellisimo...,5,"After what seemed an exhaustive search for a sporty SUV to replace our aging, parts consuming 06' Cayenne, we drove a Stelvio. In a word, Awesome! Despite the subtle marketing, lackluster dealership attention and our own time crunch, the car sold itself. It is a quantum leap in ""bang for buck"" (and I mean bang!) value above the BMW, Volvo, GMC, Audi and even the new Cayenne. After 3 months of driving in town and freeway we get 24mpg in the ""A"" mode and less in ""D"", but that's the sport in this sport SUV. It's a well rounded, family utility, yet fun sports car all in one. Don't believe me? Drive one! Highly recommended! 
Addendum: 12K mileage update, Stelvio continues to impress, overall Excellent! Dealer support however, is less than stellar. AR needs to have stand alone dealerships rather than Dodge add-ons IMHO. All that aside, this is one of the best overall ""utility"" vehicles we have owned. Bellisimo...RR
"
alfa-romeo,stelvio,2018,k2002, 03/30/2018,You should indulge in Alfa,5,"If you need an SUV for you to indulge and drive hard then do yourself a favor and get the Stelvio. The front two seats on the sport trim with bolsters are the best. I tested out a GLC AMG43 and a X3 M40i, they are great cars and maybe a step above the base Stelvio but also cost a lot more...for the money and with current offers Stelvio is a steal. Love the precise steering, acceleration, and braking (will take time getting used to as its electronic). The red interior stands out compared to the other options. This is a better driving and handling suv than the regular X3, GLC, and Macan.  If you get the sport, the ride could be a little stiff and passengers in the back seat could complain that its bumpy if the roads are less than perfect. Get it for the sport more than the utility and luxury. I am finding more excuses to drive and its been a while since driving was this fun.
"
alfa-romeo,stelvio,2018,Yohjo, 04/25/2019,Fun to drive but nothing but problems,1,"2018 Stelvio. First problem was with Seal around third rear brake light peeling out.  Next were four recalls.  Now the start/stop does not work. The passenger seat motor does not work. Stuck in position. Now sunroof does not work. Fortunately stuck in the closed position. Only 18 months old.
UPDATE: A year and a half later and another recall.  Dealers are just as unreliable as the vehicle.  In June of 2019 I had recalls taken care of by Niello in Sacramento.  In September I could not register my vehicle because Niello did not submit the clearance to DMV.  Called and found the dealership had shut down.  Nearest dealership 80 miles away in Livermore.  I raised hell with Alfa, I was running out of time to register.  Alfa agreed to pick up the vehicle and transport it to the dealer and return it the next day.  But the dealership did not send the recall clearance form to me with the vehicle.  Overnight fedex left me one day to spare.  JUNK
"
alfa-romeo,stelvio,2018,Rick F, 10/02/2018,Great looking car with a myriad of problems,2,"This is a great looking suv but don't believe the hype. Alfa Romeo customer service is terrible and our Ti Sport has had over a dozen mechanical and electrical problems in the first 5,000 miles. After the delling dealership promised to pick up and deliver our car for service, Alfa Romeo stopped the program. We had our car towed 60 miles to the closest dealer who had it for 3 weeks. The following problems occurred in addition to the 3 or 4 safety recalls: transmission slipping, rack and pinion steering complete failure (towing necessary), engine losing power causing us to go home in limp mode, nav system crash, outside temp probe failure, gas door outer skin fell off, headlight washer failure, and more. After calling daily, we managed to get our car back 3 weeks after it was towed to the dealer. When we got it back, the replacement steering rack is binding when turning the wheel in both directions. We want out of this quality nightmare but this junk loses $14,000 in resale value after 9 months and only 6,000 miles. Get anything else.
"
alfa-romeo,stelvio,2018,TX Stelvio Owner, 10/15/2017,Don't believe some of the so-called expert reviews,5,"Don't believe some of the online alleged expert reviews. They almost scared me off from the Stelvio. But I bought one and WOW what a vehicle. It's incredible. Skip BMW get an Alfa. No fake leather in an Alfa. Also I'm very tall 6'3"" and don't fit in a lot of cars. The Stelvio fits me like a glove even with a sun roof.
"
alfa-romeo,stelvio,2018,stephen smith, 04/18/2018,sports car suv,4,"The stelvio handles great.  Like the other cars I have had, the controls (nav, radio, phone etc.) need getting used to.  Considering the professional  reviews, I think the interior is better than was reviewed.  The front seats have a sports car fit and the leather seems very good.  The electric brakes take a little getting used to as does the adaptive cruise control.  I keep getting stopped to complement me on the car, so that's nice.
"
alfa-romeo,stelvio,2018,Murtaza Hussaini , 05/16/2018,New Alfa owner.,5,By far the best looking suv in the market.  I got the tropheo white with red interiors. It truly is a delight to your eyes. Not a big fan of their infotainment/ navigation system. It seems a bit dated for the car. Handling is decent. I wish if the had a six cylinder with output in the 300s. The sport seats really have you tucked in. The rear view would take time to get used to. 
alfa-romeo,stelvio,2018,Kru patel, 10/12/2017,Best in it’s class!!,5,"I’m a 25 year old man. Before I bought this car I drove Audi Q5, Jaguar Fpace and Mercedes GLC. Stelvio beats all of them in styling something new it’s fresh u prolly never seen something like this on the road. Wherever u go people stare at the car. It’s fun to drive. If u really want luxury feeling get the red interior it’s makes lot of different. Can’t say much about reliability yet since I have the car for only 2 weeks. I would say one thing if u really looking for luxury compact SUV give this one a try and I bet u will take Stelvio home with u. I’m looking forward to Alfa Romeo see what they have for future so I can have another Alfa when this lease ends.
"
alfa-romeo,stelvio,2018,Matt Barry, 05/30/2018,"The Good, The Bad and the Ugly",4,"THE GOOD: Lease Deals - Handling - Style - Prestige - Different  THE BAD: Nav System Out-of-Date and Touch, Can't Answer Phone When Backing Up  THE UGLY: Non Touch Screen, No Spare Tire, Have to Push a Button Every Single Time You DON'T Want Engine-Turn-Off-At-Idle, Reverse Camera Screen Smaller Than an Ant, Stereo System Needs Severe Upgrade For a 48,000 Car.
"
alfa-romeo,stelvio,2018,Gator1, 11/19/2019,Mini-Ferrari in SUV disguise,5,Best SUV performance for the money.  Can also have distinctive interior with leather and real wood.  Well integrated control for excellent driving experience.
alfa-romeo,stelvio,2018,Very happy 2018 owner , 12/01/2019,I will never sell this SUV ONE YEAR LATER LOVE IT,5,"No BS  great ride , I have had plenty of high end cars and SUVs this one  leads the pack .
Go for the Lusso trim and upgraded leather with all options .  FCA backs their product also.   Great company  
"
alfa-romeo,stelvio,2018,Margie C, 03/17/2020,Awful!,1,"Throttle and check engine lights went on. Suddenly couldn’t  excelerate merging into a busy highway.   Almost causing a serious accident.  Brought it in to repair and the air filter was changed to fix the problem !!  Happened again brought it back. Took six weeks to “ fix” it.  Again picked it up. Happened again in 15 min.  After it left the dealer.   It’s still there two weeks later no response from Alpha main office.  Several complaints left unanswered.   
"
